,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,Month,Hour,day_in_week,day,sentiment
1290,petamah,"avid reader, thinker, philonoist, learner",new delhi,236,115,14091,2011-08-14 19:20:37,2021-03-19 14:23:57,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1291,iamshubham6060,"We follow छत्रपती शिवाजी महाराज. path, 
Free thinker",kolhapur india ,248,358,121860,2018-02-21 14:54:49,2021-03-19 14:23:57,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1292,Yogi210875,Printing Technologist. Born and brought up in village Hathchhoya district Shamli (Uttar Pradesh),faridabad india,5001,2177,627765,2012-04-26 08:52:27,2021-03-19 14:23:55,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1293,Sussxguy,"Middle aged dude holding his own against the young guns agriculture, gamer, Poker,  Facebook.based in East Sussex UK.",england united kingdom,155,103,2886,2018-03-03 11:07:20,2021-03-19 14:22:39,0,covid jab side affects suck but im grateful for the vaccination covi d nhs very grateful thanks for all your  ,"[{'text': 'covi̇d19', 'indices': [66, 75]}]",3,14,Friday,19,1
1294,SunilRa16448538,सब सुख लहै तुम्हारी सरना । तुम रक्षक काहू को डरना,gujarat india,166,282,51922,2020-01-20 09:02:17,2021-03-19 14:22:34,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1295,BoltonCCG,"NHS Bolton Clinical Commissioning Group. Get all the latest news, views and events about health and wellbeing in Bolton.",bolton,1907,10813,11422,2010-08-09 10:58:56,2021-03-19 14:21:48,9,"gmhsc the vaccination centre at the etihad campus has appointments

if you re  have a health condition that puts you at greater ",[],3,14,Friday,19,0
1296,prashant_pmo,"भारतीय जनता पार्टी वोलेंटियर
मोदी भक्त 🙏🙏🙏🙏",new delhi india,468,440,53617,2014-05-22 20:21:56,2021-03-19 14:21:21,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1297,ganeshmpandey,Former President MUMBAI BJP Youth Wing @BJYM ! Blessed to be followed by our PM Shri @narendramodi ji !,mumbai india,540,9590,24293,2013-12-06 12:25:26,2021-03-19 14:21:18,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1298,untroublesome,Human.,liverpool uk,3286,2459,68264,2013-03-23 08:44:29,2021-03-19 14:18:38,0,i want to praise astrazeneca astrazeneca for their research and providing a vaccine for covid i have had the a  ,[],3,14,Friday,19,0
1299,Pandit000005,#जय_श्रीԶเम🚩#हर_हर_महादेव🕉️  🙏रात 8.30 बजे बाद किये गए ट्वीट की मेरी कोई जिम्मेदारी नही 🙏, अय ध य   triangularflagonpost ,19519,17757,34610,2016-03-06 20:03:48,2021-03-19 14:17:07,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1300,CovidIndiaSeva,Official @MoHFW_INDIA Handle for COVID-19 Response,india,21,42165,6534,2020-03-26 17:27:34,2021-03-19 14:15:00,0,covidvaccination appointment for the nd covidvaccine dose is automatically scheduled for  days after the st  ,"[{'text': 'COVID19Vaccination', 'indices': [0, 19]}, {'text': 'COVIDVaccine', 'indices': [44, 57]}]",3,14,Friday,19,1
1301,m_sanmathi,"I'm Republic! I stand with Arnab.
I'm the voice of Sushant.
I raise my voice in support of a Nationalist",bengaluru south india,421,106,8059,2020-01-09 12:20:06,2021-03-19 14:14:52,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1302,0407pratikjain,“Sabka sath Sabka vikas sabka vishwas” आत्मनिर्भर भारत,thane india ,1452,181,4674,2018-03-15 18:25:33,2021-03-19 14:13:52,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1303,lokwe_samuel,Politics// Tweeps// Comedy// Football and sports//Upcoming populist...... list long. Plaza comrade/Like poetry/volleyballer.,nairobi kenya,216,331,10373,2020-11-24 12:27:36,2021-03-19 14:13:23,3,chepkutwilliam took my first dose of covid vaccine it is absolutely safe i sincerely appeal all  people to come forward and take ,"[{'text': 'COVID19', 'indices': [43, 51]}]",3,14,Friday,19,1
1304,tawdebjp,"Secretary BJP Yuva Morcha Pune City.
चिटणीस युवा मोर्चा पुणे शहर.🇮🇳

Official Social Media convenor for BJP Maharashtra.",maharashtra india,328,946,15753,2019-01-11 15:17:27,2021-03-19 14:11:14,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1305,Chepkut_William,Official Twitter Account For Member Of Parliament For Ainabkoi Constituency.,ainabkoi kenya,67,74891,145,2019-01-07 11:28:15,2021-03-19 14:10:50,3,took my first dose of covid vaccine it is absolutely safe i sincerely appeal all  people to come forward and t  ,"[{'text': 'COVID19', 'indices': [22, 30]}]",3,14,Friday,19,1
1306,sahilSmishra,"🚩भगवा🚩
Truth never Die. |political thoughts|social 
activist| @BJYM member| president of @chetana_katta foundation|
Ex. @ABVP activist.",bandra,343,467,4862,2017-01-26 18:41:57,2021-03-19 14:10:13,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1307,ElafikwuSunday,"I only trust God and nothing else.
 I support every good deed. I don't like what I hate. Don't really need followers but listeners. logistics business #MUFC",abuja,1178,393,77163,2014-02-24 11:24:10,2021-03-19 14:06:30,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,14,Friday,19,1
1308,Ola67649909,"I believe in my tomorrow, it might be very rough today but it can only get better. Am an artist / painter..Football and WWE fan",lagos nigeria,71,98,10618,2019-10-10 13:02:08,2021-03-19 14:06:02,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,14,Friday,19,1
1309,tp2dcore,"Mathematician,Investor ,Entrepreneur, Travel Consultant , Forex trader and a Politician #Chelsea",abuja,3265,1767,75813,2012-05-27 19:26:24,2021-03-19 14:05:48,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,14,Friday,19,1
1310,RealOlaudah,Liverpool FC/Football/Toddler Lover/History/Politics/Philosophy/Forensics/Cosmology/Entrepreneurship/Dogs/Bird Watching/Physical and Human Geography/Renewables.,iguedo omambala,2839,35655,156500,2009-07-02 14:39:35,2021-03-19 14:05:33,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,14,Friday,19,1
1311,AAPVora,Will work for SWARAJ. An engineer with time on hand. @AAPMumbai,mumbai  maharashtra bharat,1014,3741,19180,2012-12-27 07:26:01,2021-03-19 14:05:31,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1312,GaneshSanap98,Civil Engineer | राजकारणी | समाजसेवक | संविधान प्रेम | भाजप पक्ष | सत्य आणि निर्भीड मांडणी | Views & Opinion are Personal.,maharashtra india,55,88,1359,2018-05-21 05:46:00,2021-03-19 14:05:27,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1313,JaneSige,"Educationist, Supervision,Lover of Exemplary Performance in Teaching Profession.TSC Tusome Regional Trainer.",nairobi kenya,844,141,1258,2020-09-06 23:41:03,2021-03-19 14:04:58,8,"skynews oliver dowden says ministers are considering covid certificates to facilitate events going ahead in june

follow live cor ","[{'text': 'COVID19', 'indices': [58, 66]}]",3,14,Friday,19,1
1314,UmeshchandraB,"Blessed & Proud to be followed by Piyush Goyal ji's Office,Minister Railways,Commerce & Industry, Consumers,Food & Public Distribution.GOI Dy Leader RajyaSabha.",nashik india,1501,1686,53636,2015-08-13 15:10:56,2021-03-19 14:04:21,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,14,Friday,19,0
1315,toladavids_,"Extraordinarily in love with success |  Digital Marketer |  Music ❤️ | I occasionally inspire| GGMU ❤️| Elon Musk apprentice |
Backup acct @motoladavids",mars,5165,5425,45238,2020-01-02 12:34:37,2021-03-19 14:01:37,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,14,Friday,19,1
1316,CosmicXposure,International Aritists photographer Official Photographer Tina Live/Falmouth Pavilions/Acorn Penzance /SomerRock Festival/PartyinthePark/St Ives Guildhall.,south west england,1008,1596,55163,2009-05-19 20:37:17,2021-03-19 13:58:36,8,"skynews oliver dowden says ministers are considering covid certificates to facilitate events going ahead in june

follow live cor ","[{'text': 'COVID19', 'indices': [58, 66]}]",3,13,Friday,19,1
1317,saadhyudu2011,"Bjp leader.Iam supporting Narendra modiji, Amitshaji,Yogiji,SwaatchBharat.Bharat https://t.co/IJIqV1jbD6 nation,one https://t.co/2ay6HXQviA.Newideas.Jaihind.Mann ki B",guntur andhrapradeshindia,5004,2548,309606,2015-05-26 19:20:39,2021-03-19 13:57:42,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,13,Friday,19,0
1318,StephenSusanna,"I'm a believer,I love music.#blessing...#jazz...#jazzonthebeat...#lovejazzmusic...#music.",federal capital territory nig,55,34,1533,2019-01-10 15:53:07,2021-03-19 13:56:08,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,13,Friday,19,1
1319,Nusdaniel,"RN, BNSc.
Tropical Health & disease control (THDC)
Humanitarian woker.",jos nigeria,1373,613,1467,2012-05-25 19:04:49,2021-03-19 13:55:35,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,13,Friday,19,1
1320,subodh_shi,"Fergussonians 🏢
PUNE
Bussnies Minded😄
राष्ट्रप्रेमी राष्ट्रप्रथम 🚩
गर्व से हिंदु 🚩❤️
Subodh Catering Services/ Tour's and Travels Pune ❤️",ferguson college pune ,318,634,8641,2013-06-14 14:55:00,2021-03-19 13:55:16,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,13,Friday,19,0
1321,CovidIndiaSeva,Official @MoHFW_INDIA Handle for COVID-19 Response,india,21,42165,6534,2020-03-26 17:27:34,2021-03-19 13:55:00,0,to view adverse event following immunization aefi associated with covidvaccine kindly refer to  ,"[{'text': 'COVID19vaccine', 'indices': [68, 83]}]",3,13,Friday,19,0
1322,s_v_d_m_,#FVD #NEXIT #stopdelockdown  Parler ID svdm,nederland,1082,1496,12920,2009-06-30 19:51:20,2021-03-19 13:53:47,1," jarige verpleger sterft na astrazeneca vaccinatie  begrip aldus hugodejonge 

 pointright georgian nurse dies of allerg  ","[{'text': 'AstraZeneca', 'indices': [30, 42]}]",3,13,Friday,19,0
1323,mayurjraut,#Indiafirst always!  Proud hindu! जय हिंद जय महाराष्ट्र! Retweets are neither my views nor do I endorse them.,mumbai india,780,246,31441,2015-08-03 14:14:15,2021-03-19 13:53:14,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,13,Friday,19,0
1324,ChaubeyManish93,"हर्ष के स्वर में छिपा जो व्यंग्य है, कौन सुन समझे उसे? सब लोग तो अर्द्ध-मृत-से हो रहे आनन्द से; जय-सुरा की सनसनी से चेतना निस्पन्द है।",palitana bhawnagar gujrat,1304,1737,80105,2019-11-08 11:39:01,2021-03-19 13:53:07,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,13,Friday,19,0
1325,Dnyaneshwar_Rao,Farmer by profession. Bakt of NAMO NAMO FOR 2024,pandharpur india,3820,1879,43916,2017-11-11 09:39:51,2021-03-19 13:52:36,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,13,Friday,19,0
1326,ishbimir,A realist to a fault..,lagos ,2750,2866,20349,2012-02-11 19:46:49,2021-03-19 13:51:56,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,13,Friday,19,1
1327,TemitopeOJT,"Freelance Writer/Businessman/Blogger/Gamer/Addicted to Gospel Music/Manchester United
Follow me, I follow back",nigeria,1053,920,34652,2019-05-06 19:41:08,2021-03-19 13:51:52,30,saharareporters exclusive lagos residents shun covid vaccination amid complication scare nurses beg visitors to take jab  sahara ,"[{'text': 'COVID19', 'indices': [53, 61]}]",3,13,Friday,19,1
1328,Lohana1983,Indian who hates Pseudo-seculars. Only naive brain-dead ppl would admire Nehru. Nehru/Congi/Khujli fans stay away. Bharat Mata ki Jai RT's are not endorsements,gujarat,14693,27564,393152,2009-09-17 15:34:39,2021-03-19 13:51:28,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,13,Friday,19,0
1329,Abjust3021,"Passionate IT Professional , All Indian by Heart and Canadian by choice, Hard core Modi ji Fan",abu dhabi united arab emirate,591,486,36101,2020-04-27 20:07:27,2021-03-19 13:50:44,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,13,Friday,19,0
1330,ashwin_gase,"Onlysmile🙂
1600mLover🏃💯
Student BCA Final year Maherbanu College of Science, Akola.",akola india,688,105,13859,2018-07-14 11:03:09,2021-03-19 13:50:41,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,13,Friday,19,0
1331,HinduismMyPride,Retweets Are Not Endorsements. Views Personal. Jai Hind 🇮🇳🇮🇳, akhand bharat varsh ,160,358,106477,2018-10-03 06:51:23,2021-03-19 13:50:40,1295,"devfadnavis took my first dose of covid vaccine at jj hospital mumbai
it is absolutely safe 
i sincerely appeal all eligible pe ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,13,Friday,19,0
